This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,stnid
"481572","CASPER 1 SW",-106.2847,42.8519,1579,"COOP","481572"
"041043","BRANNAN ISLA",-121.7000,38.1167,9,"COOP","041043"
"294864","LATHAM RANCH",-107.6500,32.7333,1720,"COOP","294864"
"454835","LOWER GRANIT",-117.4333,46.6500,195,"COOP","454835"
"22C13S","SWIFT CREEK",-122.1842,46.1636,1149,"SNOTEL","22C13S"
"94060","WOLF POINT 2",-105.1019,48.3081,634,"WBAN","94060"
"HTN","HUNTINGTON L",-119.2250,37.2250,2134,"CDEC","HTN"
"261684","CHERRY CREEK",-114.8847,39.9006,1879,"COOP","261684"
"VNE","VENICE ISLAN",-121.4960,38.0500,0,"CDEC","VNE"
"246608","POLARIS",-113.1167,45.3667,2044,"COOP","246608"
"DTRO","DETROIT LAKE",-122.1792,44.7300,511,"AGRIMET","DTRO"
"357056","REDMOND 1 SS",-121.1578,44.2628,927,"COOP","357056"
"021356","CASTLE HOT S",-112.3500,34.0500,854,"COOP","021356"
"1123721","JELLICOE",-120.3333,49.6667,929,"EC","1123721"
"040875","BLACKWELLS C",-119.9000,35.6167,217,"COOP","040875"
"1010965","BRENTWOOD W",-123.4333,48.5667,91,"EC","1010965"
"481167","BUFFALO 5 WS",-106.7983,44.3317,1672,"COOP","481167"
"SCP","SCORPION",-122.6970,41.1120,1341,"CDEC","SCP"
"1018FJ5","VICTORIA HAR",-123.4667,48.5333,154,"EC","1018FJ5"
"MTF","MOUNTAIN RES",-119.3710,37.0540,1250,"CDEC","MTF"
"MNZ","MANZANITA LA",-121.5820,40.5430,1753,"CDEC","MNZ"
"105510","MAGIC LAKE R",-114.3833,43.2833,1478,"COOP","105510"
"06K44S","MC COY PARK",-106.5414,39.6047,2890,"SNOTEL","06K44S"
"CO-AR-72","BENNETT 5.6",-104.4056,39.6763,1713,"COCORAHS","CO-AR-72"
"BLH","BALCH PH",-119.0830,36.9170,524,"CDEC","BLH"
"1018640","VICTORIA LAN",-123.3167,48.4333,29,"EC","1018640"
"CO-AR-43","DENVER 9.4 S",-104.5834,39.3609,2008,"COCORAHS","CO-AR-43"
"243731","GRASSRANGE 1",-108.7000,47.2333,991,"COOP","243731"
"CO-DG-21","PARKER 1.3 W",-104.7851,39.5201,1788,"COCORAHS","CO-DG-21"
"04126","ARCO 17 SW",-113.5558,43.4619,1815,"WBAN","04126"
"CO-JF-81","CONIFER 3.9",-105.2434,39.4839,2560,"COCORAHS","CO-JF-81"
"BEWO","BEND",-121.3203,44.0475,1113,"AGRIMET","BEWO"
"043151","FORKS OF SAL",-123.3167,41.2667,378,"COOP","043151"
"CO-WE-163","GREELEY 5.2",-104.7752,40.3575,1449,"COCORAHS","CO-WE-163"
"MCF","METCALF GAP",-119.7650,37.4100,1006,"CDEC","MCF"
"CO-BO-57","NEDERLAND 5.",-105.3968,39.9714,2402,"COCORAHS","CO-BO-57"
"241727","CHINOOK 15 N",-109.2667,48.8000,799,"COOP","241727"
"045940","MOUNT HEBRON",-121.8000,41.7333,1336,"COOP","045940"
"CO-LR-250","LIVERMORE 10",-105.4096,40.7510,2269,"COCORAHS","CO-LR-250"
"244181","HINSDALE 21",-107.3128,48.1267,718,"COOP","244181"
"459171","WHITE RIVER",-121.5500,46.9000,1068,"COOP","459171"
"BKK","BLACKROCK",-118.2610,36.0930,2499,"CDEC","BKK"
"CO-LR-166","WEL 0.2 NW",-105.0066,40.7075,1591,"COCORAHS","CO-LR-166"
"CO-LR-22","FORT COLLINS",-105.0682,40.5691,1523,"COCORAHS","CO-LR-22"
"355076","LOWELL 2 N",-122.7833,43.9500,201,"COOP","355076"
"1124890","MANNING PARK",-120.7833,49.0667,1198,"EC","1124890"
"3032930","GRASSY LAKE",-111.7000,49.7167,830,"EC","3032930"
"CO-BR-13","BROOMFIELD 1",-105.0826,39.9390,1653,"COCORAHS","CO-BR-13"
"1016980","SALTAIR",-123.7667,48.9667,15,"EC","1016980"
"1158990","WYCLIFFE",-115.8833,49.5833,914,"EC","1158990"
"3034162","MAGRATH 2",-112.9333,49.4500,991,"EC","3034162"
"VAN","VANDENBERG",-120.4860,34.7590,320,"CDEC","VAN"
"07S03S","MCKNIGHT CAB",-107.8697,33.0078,2816,"SNOTEL","07S03S"
"027671","SEBA DALKAI",-110.4333,35.5000,1800,"COOP","027671"
"94051","JORDAN AIRPO",-106.9475,47.3258,811,"WBAN","94051"
"CO-JF-54","CONIFER 3 WS",-105.3609,39.5090,2863,"COCORAHS","CO-JF-54"
"CO-AR-81","AURORA 7.6 E",-104.6991,39.6863,1725,"COCORAHS","CO-AR-81"
"053310","GLADE PARK S",-108.7500,39.0000,2135,"COOP","053310"
"3033500","IRON SPRINGS",-112.6000,49.9333,837,"EC","3033500"
"VNI","SAN JOAQUIN",-121.4960,38.0500,0,"CDEC","VNI"
"245038","LINCOLN 14 N",-112.4167,47.0333,1571,"COOP","245038"
"485060","KAYCEE 17 WN",-106.9667,43.7667,1726,"COOP","485060"
"CO-GF-2","RIFLE 0.9 NE",-107.7680,39.5502,1709,"COCORAHS","CO-GF-2"
"BTN","BENTON",-118.4780,37.8430,1661,"CDEC","BTN"
"3030555","BEAUVAIS PAR",-114.1000,49.4167,1524,"EC","3030555"
"93243","MERCED 23 WS",-120.8817,37.2408,20,"WBAN","93243"
"241697","CHESTER 26 N",-111.0333,48.9000,1220,"COOP","241697"
"247220","ROUNDUP 15 S",-108.7403,46.3256,1032,"COOP","247220"
"043004","FELTON",-122.0750,37.0506,122,"COOP","043004"
"485486","LEATH RANCH",-106.1000,44.2500,1238,"COOP","485486"
"CO-LA-33","AGUILAR 7.2",-104.7734,37.3593,2200,"COCORAHS","CO-LA-33"
"CO-FM-5","TEXAS CREEK",-105.4920,38.3420,2320,"COCORAHS","CO-FM-5"
"CO-JF-87","CONIFER 1.0",-105.3058,39.5356,2511,"COCORAHS","CO-JF-87"
"CO-LR-412","FORT COLLINS",-105.1329,40.5968,1558,"COCORAHS","CO-LR-412"
"CO-OR-2","OURAY .23 NN",-107.6724,38.0259,2358,"COCORAHS","CO-OR-2"
"056205","OURAY #2",-107.6725,38.0261,2359,"COOP","056205"
"1102222","CULTUS LAKE",-122.0167,49.0333,61,"EC","1102222"
"04131","MOOSE 1 NNE",-110.7119,43.6614,1971,"WBAN","04131"
"264268","KNOLL CREEK",-114.7333,41.6333,1830,"COOP","264268"
"041583","CASTLE ROCK",-121.5000,37.6333,171,"COOP","041583"
"53139","STOVEPIPE WE",-117.1450,36.6017,24,"WBAN","53139"
"53138","BAKER 5 W",-114.2169,39.0117,2010,"WBAN","53138"
"PPTVAN02","VANMET MEADO",-122.1497,44.2733,1300,"HJA","PPTVAN02"
"CO-MZ-31","CORTEZ 7.7 W",-108.7244,37.3367,1724,"COCORAHS","CO-MZ-31"
"CO-ME-24","MACK 5 NW",-108.9395,39.2685,1421,"COCORAHS","CO-ME-24"
"CO-SA-2","CRESTONE 1.2",-105.6890,37.9802,2464,"COCORAHS","CO-SA-2"
"CO-DG-35","CASTLE ROCK",-104.9120,39.4093,1864,"COCORAHS","CO-DG-35"
"051944","CREEDE",-106.9167,37.8500,2698,"COOP","051944"
"266748","REESE VALLEY",-117.2333,40.0500,1493,"COOP","266748"
"04109","LOWELL THREE",-115.5964,46.1442,451,"WBAN","04109"
"CO-ME-3","GRAND JUNCTI",-108.6187,39.1779,1448,"COCORAHS","CO-ME-3"
"CO-LR-189","WELLINGTON 1",-105.0242,40.6890,1594,"COCORAHS","CO-LR-189"
"03060","MONTROSE 11",-107.6928,38.5439,2561,"WBAN","03060"
"3032685","FORT MACLEOD",-113.4000,49.7167,953,"EC","3032685"
"VLY","VALYERMO",-117.8510,34.4460,1152,"CDEC","VLY"
"291807","CIENEGA 5 SS",-105.1000,32.0333,1159,"COOP","291807"
"CO-BO-165","BOULDER 1.8",-105.2307,40.0124,1605,"COCORAHS","CO-BO-165"
"421006","BRYCE CANYON",-112.1833,37.6333,2425,"COOP","421006"
"06L06S","COCHETOPA PA",-106.5989,38.1628,3054,"SNOTEL","06L06S"
"19L45S","CARSON PASS",-119.9933,38.6931,2591,"SNOTEL","19L45S"
"CO-AR-137","ENGLEWOOD 0.",-104.9972,39.6429,1631,"COCORAHS","CO-AR-137"
"CO-JF-125","EVERGREEN 4.",-105.3080,39.5677,2410,"COCORAHS","CO-JF-125"
"CO-DN-76","DENVER 6.7 S",-104.9664,39.6676,1641,"COCORAHS","CO-DN-76"
"T20","Pitt Meadows",-122.7092,49.2453,20,"MoAg","T20"
"T31","Vancouver Ai",-123.1525,49.1864,5,"MoAg","T31"
"T29","Hope Airport",-121.4994,49.3697,131,"MoAg","T29"
"103835","GREENCREEK 3",-116.2667,46.1500,1022,"COOP","103835"
"CO-DN-74","DENVER 6.0 W",-105.0499,39.7603,1662,"COCORAHS","CO-DN-74"
"CO-FM-2","WILLIAMSBURG",-105.1620,38.3841,1648,"COCORAHS","CO-FM-2"
"240929","BLOOMFIELD 9",-104.8733,47.5286,866,"COOP","240929"
"BATO","BEATTY",-121.2739,42.4781,1317,"AGRIMET","BATO"
"046950","PITTS RANCH",-122.8667,38.9333,473,"COOP","046950"
"1102650","ELBOW LAKE",-121.9667,49.2833,218,"EC","1102650"
"CO-LR-567","LA PORTE 10.",-105.1988,40.7643,1858,"COCORAHS","CO-LR-567"
"CO-JF-220","LITTLETON 10",-105.1863,39.5415,2100,"COCORAHS","CO-JF-220"
"1019010","YOUBOU",-124.2167,48.8833,174,"EC","1019010"
"WY-LN-2","SMOOT 4.9 SS",-110.8884,42.5519,2135,"COCORAHS","WY-LN-2"
"T34","Abbotsford A",-122.3439,49.0236,58,"MoAg","T34"
"482737","DUNCAN",-109.4000,43.6167,2135,"COOP","482737"
"243990","HAVRE 14 N",-109.6500,48.7500,814,"COOP","243990"
"059278","YELLOW JACKE",-108.6636,37.5594,2158,"COOP","059278"
"1107689","STAVE LAKE S",-122.3333,49.2833,106,"EC","1107689"
"265990","PARADISE HIL",-117.7000,41.2833,1373,"COOP","265990"
"CO-JF-121","WHEATRIDGE 0",-105.0730,39.7639,1665,"COCORAHS","CO-JF-121"
"297612","ROSWELL NORT",-104.5339,33.4278,1104,"COOP","297612"
"423182","GENEVA STEEL",-111.7333,40.2833,1388,"COOP","423182"
"044979","LITTLE PANOC",-120.8000,36.7833,207,"COOP","044979"
"CO-LR-630","FORT COLLINS",-104.9685,40.4765,1509,"COCORAHS","CO-LR-630"
"CO-WE-187","HUDSON 4.8 W",-104.7254,40.0440,1535,"COCORAHS","CO-WE-187"
"NM-DA-46","LAS CRUCES 6",-106.8624,32.3206,1214,"COCORAHS","NM-DA-46"
"NM-BR-34","ALBUQUERQUE",-106.5437,35.1278,1676,"COCORAHS","NM-BR-34"
"1142640","EDGEWOOD",-118.1333,49.8333,428,"EC","1142640"
"1105663","N VANCOUVER",-123.0833,49.3500,344,"EC","1105663"
"30519N0","CROWSNEST CR",-114.6833,49.6000,1387,"EC","30519N0"
"422488","EMERY 15 SW",-111.4500,38.7667,2330,"COOP","422488"
"483936","GLENDO 6NE",-104.9153,42.5283,1444,"COOP","483936"
"NM-DA-11","DONA ANA 0.7",-106.8076,32.3829,1208,"COCORAHS","NM-DA-11"
"CO-LR-528","LOV 1.0 NNW",-105.0923,40.4326,1541,"COCORAHS","CO-LR-528"
"NM-DA-41","HATCH 7.2 ES",-107.0418,32.6242,1251,"COCORAHS","NM-DA-41"
"107961","RUNNING CREE",-114.8303,45.9183,866,"COOP","107961"
"1109006","YARROW SUMAS",-122.1167,49.0833,9,"EC","1109006"
"1101166","BURNABY VANC",-123.0167,49.3000,82,"EC","1101166"
"305J65G","CLARESHOLM T",-113.8667,49.9667,1164,"EC","305J65G"
"CO-WE-254","BLACK HOLLOW",-104.9274,40.5903,1558,"COCORAHS","CO-WE-254"
"NM-SF-1","SANTA FE 7.7",-106.0718,35.7368,1985,"COCORAHS","NM-SF-1"
"NM-DA-35","LAS CRUCES 2",-106.7895,32.3680,1223,"COCORAHS","NM-DA-35"
"NM-DA-40","HATCH 6.9 ES",-107.0467,32.6275,1235,"COCORAHS","NM-DA-40"
"WY-PK-8","POWELL 4.2 S",-108.8204,44.7128,1367,"COCORAHS","WY-PK-8"
"NM-VL-16","LOS LUNAS 2.",-106.6971,34.7903,1475,"COCORAHS","NM-VL-16"
"NM-RA-11","ESPANOLA 1.1",-106.0535,35.9947,1718,"COCORAHS","NM-RA-11"
"1113580","HOPE SLIDE",-121.2167,49.2667,701,"EC","1113580"
"422252","DUCHESNE AIR",-110.3833,40.2000,1775,"COOP","422252"
"22C08S","STRAWBERRY L",-122.0500,46.3333,1463,"SNOTEL","22C08S"
"CO-BO-202","WARD 4.6 NE",-105.4391,40.1103,2609,"COCORAHS","CO-BO-202"
"050514","BASALT",-107.0333,39.3667,2019,"COOP","050514"
"1133274","GRAND FORKS",-118.5833,49.1000,1414,"EC","1133274"
"1144388","KOOTENAY BAY",-116.8667,49.6667,549,"EC","1144388"
"CO-LR-662","LOVELAND 2.0",-105.0539,40.3922,1513,"COCORAHS","CO-LR-662"
"WY-JN-7","KAYCEE 17 E",-106.2982,43.7061,1348,"COCORAHS","WY-JN-7"
"NM-BR-37","ALBUQUERQUE",-106.5815,35.1202,1596,"COCORAHS","NM-BR-37"
"WY-LM-22","CHEYENNE 5.3",-104.7089,41.1898,1854,"COCORAHS","WY-LM-22"
"1040908","BOWEN ISLAND",-123.4167,49.3500,23,"EC","1040908"
"CO-MZ-34","CORTEZ 1.2 S",-108.5938,37.3398,1879,"COCORAHS","CO-MZ-34"
"NM-GR-1","SILVER CITY",-108.2996,32.7422,1811,"COCORAHS","NM-GR-1"
"NM-RA-14","ALCALDE 14 N",-105.8686,36.2225,1816,"COCORAHS","NM-RA-14"
"NM-LU-17","DEMING 1.5 S",-107.7526,32.2395,1315,"COCORAHS","NM-LU-17"
"CO-LR-645","FORT COLLINS",-105.0922,40.5281,1551,"COCORAHS","CO-LR-645"
"CO-BO-5","BOULDER 0.8",-105.2434,40.0354,1615,"COCORAHS","CO-BO-5"
"293690","GRAY RANCH",-108.8667,31.5167,1556,"COOP","293690"
"NM-DA-37","MESILLA 2.2",-106.8411,32.2583,1229,"COCORAHS","NM-DA-37"
"CO-SU-19","BRECKENRIDGE",-106.0330,39.4294,3171,"COCORAHS","CO-SU-19"
"NM-ED-2","CARLSBAD 3.4",-104.2378,32.4539,956,"COCORAHS","NM-ED-2"
"358252","SUNTEX JUNIP",-119.8667,43.6667,1409,"COOP","358252"
"3053925","LIVINGSTONE",-114.3833,49.8833,1417,"EC","3053925"
"2C09Q","Morrissey Ri",-114.9670,49.4500,1800,"SNOWPILLOW","2C09Q"
"3057120","WATERTON LAK",-114.0167,49.1333,1498,"EC","3057120"
"261660","CHARLESTON",-115.5289,41.6814,1813,"COOP","261660"
"107188","PLUMMER 3 WS",-116.9600,47.3103,890,"COOP","107188"
"056559","PLATORO",-106.5333,37.3500,2997,"COOP","056559"
"SOD","SODA CREEK",-122.9830,39.4330,540,"CDEC","SOD"
"MHP","MAMMOTH PASS",-119.0330,37.6100,2835,"CDEC","MHP"
"CWD","COTTONWOOD L",-118.1770,36.4830,3094,"CDEC","CWD"
"PRS","PROSSER CREE",-120.1367,39.3794,1714,"CDEC","PRS"
"LDB","LADDER BUTTE",-121.3170,40.8170,1737,"CDEC","LDB"
"040870","BLACKS MOUNT",-121.2500,40.7333,1708,"COOP","040870"
"243393","GARNET",-113.3500,46.8167,1848,"COOP","243393"
"240926","BLOOMFIELD 6",-104.8000,47.4167,778,"COOP","240926"
"297176","QUEEN RANGER",-104.7333,32.2000,1784,"COOP","297176"
"489902","YELLOWSTONE",-110.0039,44.4886,2119,"COOP","489902"
"94276","FRIDAY HARBO",-123.0231,48.5222,33,"WBAN","94276"
"023071","FLYING H RAN",-110.2333,31.4000,1549,"COOP","023071"
"07H06S","SAGE CREEK B",-107.1542,41.2406,2393,"SNOTEL","07H06S"
"ASC","ASH CREEK (U",-121.9780,41.2700,975,"CDEC","ASC"
"101422","CAMPBELLS FE",-115.3333,45.4833,704,"COOP","101422"
"412793","EL PASO #2",-106.3708,31.8117,1204,"COOP","412793"
"053340","GLENDEVEY",-105.8833,40.8000,2522,"COOP","053340"
"052816","FAIRPLAY S P",-105.9936,39.2219,3046,"COOP","052816"
"1017559","SOOKE GLINZ",-123.6333,48.4167,256,"EC","1017559"
"049232","VALLEY CENTE",-117.0167,33.2333,424,"COOP","049232"
"CO-LR-25","FORT COLLINS",-105.1194,40.5287,1576,"COCORAHS","CO-LR-25"
"CO-WE-171","GREELEY 2.6",-104.7475,40.4005,1477,"COCORAHS","CO-WE-171"
"CO-BO-149","LONGMONT 1.7",-105.0905,40.1945,1543,"COCORAHS","CO-BO-149"
"CO-LK-10","LEADVILLE 6.",-106.2816,39.1601,2959,"COCORAHS","CO-LK-10"
"1134130","KETTLE VALLE",-118.9333,49.0667,595,"EC","1134130"
"248941","WHITEWATER 1",-107.4222,48.9703,841,"COOP","248941"
"CO-DN-24","DENVER 1.8 E",-104.9874,39.7401,1610,"COCORAHS","CO-DN-24"
"CO-BO-2","BROOMFIELD 1",-105.0845,39.9350,1664,"COCORAHS","CO-BO-2"
"CO-LR-530","LOVELAND 3.4",-105.0641,40.4580,1535,"COCORAHS","CO-LR-530"
"CO-EL-5","ELIZABETH 2.",-104.6290,39.3811,2017,"COCORAHS","CO-EL-5"
"CO-JF-57","DENVER 11.4",-105.0646,39.8947,1619,"COCORAHS","CO-JF-57"
"020800","BLACK MOUNTA",-109.8667,36.1167,1937,"COOP","020800"
"CO-DG-31","SEDALIA 2.2",-104.9216,39.4400,1854,"COCORAHS","CO-DG-31"
"CO-LA-12","MODEL 7.9 ES",-104.1084,37.3369,1651,"COCORAHS","CO-LA-12"
"CO-LR-546","BLV 4.0 NW",-105.2150,40.6754,1632,"COCORAHS","CO-LR-546"
"CO-LR-292","FCL 4.0 E",-105.0230,40.5767,1506,"COCORAHS","CO-LR-292"
"CO-GF-1","GLENWOOD SPR",-107.3269,39.5413,1775,"COCORAHS","CO-GF-1"
"CO-BO-74","BOULDER 5 SE",-105.2147,39.9638,1680,"COCORAHS","CO-BO-74"
"263964","INDIAN CREEK",-116.2039,39.1033,2286,"COOP","263964"
"CO-BO-84","LONGMONT 2.6",-105.1323,40.1951,1545,"COCORAHS","CO-BO-84"
"CO-LR-181","WEL 5.5 N",-104.9973,40.7825,1649,"COCORAHS","CO-LR-181"
"3035216","PINCHER CREE",-113.9333,49.4833,1149,"EC","3035216"
"245032","LIMA DAM",-112.3667,44.6667,2044,"COOP","245032"
"245602","MELVILLE",-109.9500,46.1000,1531,"COOP","245602"
"CO-LR-251","STOVE PRAIRI",-105.3912,40.6263,2358,"COCORAHS","CO-LR-251"
"244027","HEART BUTTE",-112.8333,48.2833,1373,"COOP","244027"
"1027403","SISTERS ISLA",-124.4333,49.4833,20,"EC","1027403"
"4013770","KHEDIVE",-104.5000,49.6000,651,"EC","4013770"
"CNS","CRANSTON",-116.8410,33.7400,594,"CDEC","CNS"
"CO-BO-110","NEDERLAND 4.",-105.4253,39.9771,2588,"COCORAHS","CO-BO-110"
"1010961","BRENTWOOD CL",-123.4500,48.5667,31,"EC","1010961"
"024683","KLAGETOH",-109.5333,35.5000,1952,"COOP","024683"
"03062","LOS ALAMOS 1",-106.5214,35.8583,2657,"WBAN","03062"
"CO-AR-99","AURORA 4.1 S",-104.8220,39.6693,1730,"COCORAHS","CO-AR-99"
"048320","SNOW LABORAT",-120.3667,39.3167,2101,"COOP","048320"
"4016403","RADVILLE 2",-104.4000,49.4000,696,"EC","4016403"
"102390","DEADWOOD DAM",-115.5667,44.4667,1718,"COOP","102390"
"023144","FORT THOMAS",-109.9500,33.0333,817,"COOP","023144"
"CO-JF-179","LAKEWOOD 2.2",-105.0758,39.6834,1681,"COCORAHS","CO-JF-179"
"CO-DG-42","PARKER 2.5 N",-104.7298,39.5351,1872,"COCORAHS","CO-DG-42"
"4038410","VAL-MARIE EX",-107.6500,49.2500,793,"EC","4038410"
"CO-WE-137","GREELEY 1.8",-104.7024,40.4285,1424,"COCORAHS","CO-WE-137"
"SAN","SAN LUIS NWR",-120.7940,37.1820,20,"CDEC","SAN"
"CO-EG-6","BASALT 5.8 E",-106.9249,39.3793,2184,"COCORAHS","CO-EG-6"
"CO-LR-397","FCL 4.8 SW",-105.1637,40.5267,1666,"COCORAHS","CO-LR-397"
"13M07S","GARDNER PEAK",-113.4594,37.4011,2545,"SNOTEL","13M07S"
"CO-BO-150","LONGMONT 2.0",-105.1179,40.1421,1523,"COCORAHS","CO-BO-150"
"WY-FM-1","LANDER 1.7 N",-108.7244,42.8573,1613,"COCORAHS","WY-FM-1"
"107210","POCATELLO CI",-112.4444,42.8750,1359,"COOP","107210"
"CO-JF-215","LITTLETON 6.",-105.1291,39.6382,1715,"COCORAHS","CO-JF-215"
"1103635","HUNTINGDON M",-122.2167,49.0000,8,"EC","1103635"
"298358","SKIPWORTH RA",-104.4833,34.1833,1275,"COOP","298358"
"WY-NT-9","CASPER 2.7 N",-106.3109,42.8692,1601,"COCORAHS","WY-NT-9"
"268538","URSINE",-114.2167,37.9833,1778,"COOP","268538"
"SGV","SPRINGVILLE",-118.6500,36.2000,1241,"CDEC","SGV"
"SWW","SWEETWATER (",-121.4850,37.3970,655,"CDEC","SWW"
"CO-LR-142","WEL 1.8 NE",-104.9662,40.7257,1604,"COCORAHS","CO-LR-142"
"08M04S","SHARKSTOOTH",-108.1136,37.5036,3267,"SNOTEL","08M04S"
"3057242","WATERTON RED",-114.0333,49.1333,1524,"EC","3057242"
"CO-FM-34","CANON CITY 2",-105.1967,38.4523,1627,"COCORAHS","CO-FM-34"
"487907","ROZET",-105.1833,44.2833,1308,"COOP","487907"
"94173","YELLOWSTONE",-110.4211,44.5444,2388,"WBAN","94173"
"CO-ME-25","GRAND JUNCTI",-108.5596,39.0715,1408,"COCORAHS","CO-ME-25"
"CO-LA-18","TRINIDAD 9 N",-104.3743,37.2528,1756,"COCORAHS","CO-LA-18"
"265760","OLD RUTH",-114.9833,39.2667,2144,"COOP","265760"
"CO-MT-6","MONTROSE 3.9",-107.9469,38.4912,1770,"COCORAHS","CO-MT-6"
"CO-JF-147","BUFFALO CREE",-105.2418,39.3512,2311,"COCORAHS","CO-JF-147"
"294786","LANEY RANCH",-107.6500,32.7333,1720,"COOP","294786"
"293234","FLOYD LEE RA",-107.6667,35.3500,2196,"COOP","293234"
"04112","STANLEY RANG",-114.9272,44.1708,1980,"WBAN","04112"
"CO-PK-57","HARTSEL 11.6",-105.6944,38.8733,2869,"COCORAHS","CO-PK-57"
"CO-ME-47","GRAND JUNCTI",-108.6066,39.0721,1414,"COCORAHS","CO-ME-47"
"1100440","ANNACIS ISLA",-122.9333,49.1833,5,"EC","1100440"
"1106762","RICHMOND CBC",-123.1167,49.1500,2,"EC","1106762"
"CO-LP-21","DURANGO 5.4",-107.9832,37.2648,2269,"COCORAHS","CO-LP-21"
"WY-NT-4","CASPER 10.9",-106.5353,42.7893,1616,"COCORAHS","WY-NT-4"
"305PE6R","WILLOUGHBY R",-114.5000,49.5500,1783,"EC","305PE6R"
"454975","MANSFIELD 7",-119.8000,47.8167,763,"COOP","454975"
"CO-DL-2","DELTA 2.3 EN",-108.0281,38.7527,1538,"COCORAHS","CO-DL-2"
"267324","SAVAL RANCH",-115.9167,41.2833,1940,"COOP","267324"
"049126","UKIAH 4 W",-123.2833,39.1500,473,"COOP","049126"
"351354","CANYONVILLE",-123.2800,42.9419,213,"COOP","351354"
"WY-LM-8","CHEYENNE 3.0",-104.7726,41.1648,1845,"COCORAHS","WY-LM-8"
"NM-BR-17","ALBUQUERQUE",-106.5071,35.1861,1816,"COCORAHS","NM-BR-17"
"NM-LU-2","DEMING 8.6 S",-107.6479,32.1690,1374,"COCORAHS","NM-LU-2"
"1105627","NORTH BURNAB",-122.9500,49.2833,122,"EC","1105627"
"1107788","SUMAS PRAIRI",-122.1333,49.0500,3,"EC","1107788"
"WY-SH-5","BANNER 3.5 E",-106.8029,44.6209,1323,"COCORAHS","WY-SH-5"
"WY-GS-9","TORRINGTON",-104.1684,42.0586,1249,"COCORAHS","WY-GS-9"
"2D14P","Redfish Cree",-117.0833,49.6833,2104,"SNOWPILLOW","2D14P"
"CO-DG-91","CASTLE ROCK",-104.9089,39.4850,1947,"COCORAHS","CO-DG-91"
"NM-SN-3","RIO RANCHO 1",-106.6353,35.2526,1613,"COCORAHS","NM-SN-3"
"CO-AD-82","WESTMINSTER",-105.0364,39.8782,1688,"COCORAHS","CO-AD-82"
"NM-DA-5","MESILLA 11.2",-106.7092,32.1301,1166,"COCORAHS","NM-DA-5"
"101024","BOISE NWS WF",-116.2100,43.5686,871,"COOP","101024"
"SBC8","Belgo",-119.3732,49.8799,476,"MoAg","SBC8"
"245590","MELROSE",-112.6833,45.6333,1580,"COOP","245590"
"24223","KELSO WB AP",-122.9000,46.1333,5,"WBAN","24223"
"CO-LR-563","LOVELAND 1.1",-105.0939,40.4054,1539,"COCORAHS","CO-LR-563"
"NM-BR-28","TIJERAS 5.0",-106.2835,35.0884,2169,"COCORAHS","NM-BR-28"
"NM-BR-40","ALBUQUERQUE",-106.4869,35.0831,1817,"COCORAHS","NM-BR-40"
"SBC12","Kelowna East",-119.4215,49.8729,416,"MoAg","SBC12"
"SBC13","Kelowna Sout",-119.4464,49.8384,419,"MoAg","SBC13"
"SBC20","Westbank",-119.6245,49.8213,392,"MoAg","SBC20"
"SBC9","Ellison",-119.3542,49.9433,473,"MoAg","SBC9"
"CO-EP-37","COLORADO SPR",-104.8491,38.9052,2013,"COCORAHS","CO-EP-37"
"040398","AVENAL 9 SSE",-120.0500,35.9000,159,"COOP","040398"
"CO-FM-23","CANON CITY .",-105.2356,38.4458,1631,"COCORAHS","CO-FM-23"
"WY-GS-1","YODER 4.1 S",-104.2994,41.8567,1313,"COCORAHS","WY-GS-1"
"NM-LU-1","DEMING 16 ES",-107.4995,32.1694,1250,"COCORAHS","NM-LU-1"
"NM-BR-13","ALBUQUERQUE",-106.6953,35.1405,1529,"COCORAHS","NM-BR-13"
"055520","MESA LAKES R",-108.0833,39.0500,2989,"COOP","055520"
"421907","CURRANT CREE",-110.9000,40.2000,2036,"COOP","421907"
"056651","POWDERHORN",-107.1000,38.2667,2467,"COOP","056651"
"SBC10","Glenmore",-119.4210,49.9124,440,"MoAg","SBC10"
"NM-DA-24","LAS CRUCES 3",-106.7217,32.3844,1333,"COCORAHS","NM-DA-24"
"05J05S","WILD BASIN",-105.6064,40.2022,2914,"SNOTEL","05J05S"
"CO-CF-20","MAYSVILLE 2.",-106.1924,38.5432,2568,"COCORAHS","CO-CF-20"
"101HFNE","VICTORIA POR",-123.4333,48.4500,6,"EC","101HFNE"
"241217","BROWNING NO",-113.0167,48.5500,1335,"COOP","241217"
"489208","UPTON 14ENE",-104.3539,44.1617,1594,"COOP","489208"
"043650","GRIZZLY ISLA",-121.9667,38.1500,1,"COOP","043650"
"CO-GF-40","GLENWOOD SPR",-107.3505,39.5664,1844,"COCORAHS","CO-GF-40"
"NM-BR-8","ALBUQUERQUE",-106.4906,35.1463,1859,"COCORAHS","NM-BR-8"
"LKL","LOWER KLAMAT",-121.7000,41.9990,1249,"CDEC","LKL"
"049998","SODA SPRINGS",-120.3672,39.3256,2099,"WRCC","049998"
"262626","ELY 6 NE",-114.8356,39.2994,1909,"COOP","262626"
"3052745","FURMAN CLARE",-114.0000,49.9667,1295,"EC","3052745"
"CFW","BEAR RIVER A",-121.3170,39.0500,79,"CDEC","CFW"
