AQC00914000        1166P
USC00253425         172S
USC00253461         182S
USC00253467         212P
USC00253485         174P
USC00253515         110S
USC00253524         193P
USC00253581         200P
USC00253589         179S
USC00253595         151S
USC00253605          86S
USC00253615          91S
USC00253630         185S
USC00253660         177S
USC00253710         100P
USC00253715         104P
USC00253735         192S
USC00253755          88S
USC00253810         126P
USC00253825         206S
USC00253910         177S
USC00253950         205P
USC00254035         184S
USC00254043         193S
USC00254100         111P
USC00254110         124S
USC00254335         157S
USC00254440          92S
USC00254455         119S
USC00254604         107P
USC00254655         191P
USC00254865         120S
USC00254900         103S
USC00254903         113P
USC00254945         177P
USC00254985         175S
USC00254986         178P
USC00255040         163S
USC00255050         210S
USC00255080         182S
USC00255090         127S
USC00255105         188S
USC00255250         167S
USC00255269         123P
USC00255311         135S
USC00255312         138P
USC00255362         189S
USC00255370         166P
USC00255388         134S
USC00255470         117S
USC00255525         134S
USC00255565         163C
USC00255590          65P
USC00255655         137P
USC00255700         153P
USC00255702         138P
USC00255780         164C
USC00255810         218S
USC00255830         176C
USC00255840         176S
USC00255895         194S
USC00255925         161C
USC00255960         140P
USC00255997         187P
USC00256018         189P
USC00256040         164S
USC00256075         128S
USC00256135         182C
USC00256167         142P
USC00256200         126S
USC00256290         150P
USC00256325         178P
USC00256336         174S
USC00256365         167S
USC00256375         190S
USC00256385         113S
USC00256390         122S
USC00256395         175S
USC00256439         162P
USC00256454         164P
USC00256480         129S
USC00256552         117P
USC00256570         222S
USC00256585         129S
USC00256720         185P
USC00256735         174P
USC00256761         184P
USC00256795         201S
USC00256837         172S
USC00256880          96P
USC00256922         203P
USC00256970         161S
USC00257002         160S
USC00257032         163S
USC00257040         174S
USC00257055         190S
USC00257070         163S
USC00257110         123S
USC00257246         211P
USC00257318         147P
USC00257351         191P
USC00257401         223P
USC00257415         118P
USC00257515         170S
USC00257640         180S
USC00257715         176S
USC00257751         163P
USC00257830         108S
USC00258040         143S
USC00258090         146P
USC00258110         191P
USC00258133         144P
USC00258202         214P
USC00258215         152S
USC00258255         115P
USC00258320         176C
USC00258328         187S
USC00258395         209S
USC00258410         214C
USC00258455         172S
USC00258465         215S
USC00258480         203S
USC00258628         129S
USC00258735         181S
USC00258745         194S
USC00258755         144P
USC00258795         204P
USC00258875         214S
USC00258905         212P
USC00258915         192S
USC00258920         126S
USC00258935         201S
USC00258980         207P
USC00259020         120P
USC00259045         180S
USC00259090         218S
USC00259115         147S
USC00259150         211S
USC00259200         189S
USC00259325         152S
USC00259355         203P
USC00259382         173P
USC00259475         204S
USC00259510         192S
USC00260150          23S
USC00260438          69S
USC00260507          64P
USC00260718          30S
USC00260795          26S
USC00260800          33S
USC00260955          40S
USC00261071          28P
USC00261327          30P
USC00261358          42S
USC00261371          31P
USC00261485          49S
USC00261740          69P
USC00261905          31P
USC00262119         146P
USC00262189          54P
USC00262229          28S
USC00262243          24S
USC00262296          36P
USC00262394          15P
USC00262431          25S
USC00262497          30P
USC00262557          70P
USC00262570          38P
USC00262656          61P
USC00262708          66S
USC00262780          13S
USC00263090          32P
USC00263114          42S
USC00263205         122S
USC00263245          19P
USC00263285          38P
USC00263340          74P
USC00263512          15P
USC00263671          31P
USC00264039          72P
USC00264095          79S
USC00264236          26S
USC00264341          27S
USC00264349          13P
USC00264394          65P
USC00264439          33P
USC00264480          37P
USC00264527          35S
USC00264698          22S
USC00264745          52S
USC00264935          22S
USC00264950          32S
USC00265132          23P
USC00265168          22S
USC00265191          50S
USC00265352          26P
USC00265392          45P
USC00265705          29P
USC00265722          23P
USC00265818          38S
USC00265846          26P
USC00265880          29S
USC00265890          25S
USC00266005          45S
USC00266242          41P
USC00266252          83P
USC00266691          76S
USC00266746          20S
USC00266791          37P
USC00267123          56S
USC00267175          62P
USC00267192          39S
USC00267369          51S
USC00267450          46P
USC00267463          17S
USC00267612          26S
USC00267618          31P
USC00267620          26S
USC00267640          28P
USC00267697          32P
USC00267750          61S
USC00267820          67P
USC00267908          49S
USC00267953          33S
USC00268202          51P
USC00268346          42P
USC00268443          25P
USC00268588          38S
USC00268761          76S
USC00268822          16S
USC00268838          19P
USC00268988          33P
USC00269072          39S
USC00269229          19S
USC00270045         389P
USC00270681         258C
USC00270690         267C
USC00270706         249P
USC00270910         329P
USC00270913         345P
USC00271647         270S
USC00271950         332P
USC00272174         301S
USC00272800         321S
USC00272842         255S
USC00272999         280C
USC00273415         258S
