AQC00914000         683P
USC00248783           2S
USC00248809          20S
USC00248902           9P
USC00248930           9S
USC00248939          16S
USC00248957          21S
USC00249023          17C
USC00249033          16S
USC00249067           3S
USC00249082           3S
USC00249103          25P
USC00249175          14P
USC00249240          22S
USC00250030          22S
USC00250050          50S
USC00250070          67P
USC00250130          20P
USC00250245          61S
USC00250320          57S
USC00250355          46P
USC00250365          38C
USC00250375          77S
USC00250420          57S
USC00250427          66P
USC00250435          81S
USC00250445          72S
USC00250520          91P
USC00250525          71P
USC00250622          83P
USC00250640          56C
USC00250680          75P
USC00250760          35S
USC00250770          91P
USC00250781          73S
USC00250810          68S
USC00250865          31S
USC00250930          82P
USC00250945          68S
USC00250961          70S
USC00251052          67P
USC00251065          62S
USC00251130          54P
USC00251145          31S
USC00251200          48S
USC00251240          71C
USC00251345          59S
USC00251365          56S
USC00251415          52S
USC00251450          57S
USC00251560          72S
USC00251590          63S
USC00251660          77P
USC00251680          67S
USC00251684          88S
USC00251696          50P
USC00251825          71S
USC00251835          55P
USC00251973          46P
USC00251990          65S
USC00252000          28S
USC00252020          73S
USC00252037          68P
USC00252065          50C
USC00252100          46S
USC00252145          31S
USC00252205          66S
USC00252306          77S
USC00252380          72S
USC00252595          66S
USC00252645          17S
USC00252646          23P
USC00252647          31S
USC00252680          62S
USC00252690          51S
USC00252706          71P
USC00252715          76S
USC00252741          45P
USC00252770          62S
USC00252790          54C
USC00252805          66S
USC00252820          79S
USC00252840          63S
USC00252935          86P
USC00253037          68P
USC00253050          69S
USC00253065          63C
USC00253075          61P
USC00253165          66P
USC00253175          81S
USC00253185          71C
USC00253355          29S
USC00253365          60S
USC00253425          65S
USC00253461          67S
USC00253467          83P
USC00253485          71P
USC00253515          39S
USC00253524          67P
USC00253581          79P
USC00253589          65S
USC00253595          58S
USC00253605          23S
USC00253615          21S
USC00253630          68S
USC00253660          70S
USC00253710          25P
USC00253715          26P
USC00253735          76S
USC00253755          22S
USC00253810          37P
USC00253825          82S
USC00253910          68S
USC00253950          80P
USC00254035          70S
USC00254043          75S
USC00254100          36P
USC00254110          40S
USC00254335          62S
USC00254440          24S
USC00254455          36S
USC00254604          40P
USC00254655          76P
USC00254865          35S
USC00254900          32S
USC00254903          35P
USC00254945          62P
USC00254985          66S
USC00254986          67P
USC00255040          63S
USC00255050          81S
USC00255080          76S
USC00255090          48S
USC00255105          71S
USC00255250          63S
USC00255269          42P
USC00255311          51S
USC00255312          49P
USC00255362          70S
USC00255370          69P
USC00255388          47S
USC00255470          31S
USC00255525          58S
USC00255565          65C
USC00255590          21P
USC00255655          48P
USC00255700          50P
USC00255702          50P
USC00255780          61C
USC00255810          85S
USC00255830          60C
USC00255840          69S
USC00255895          74S
USC00255925          60C
USC00255960          51P
USC00255997          77P
USC00256018          70P
USC00256040          60S
USC00256075          39S
USC00256135          66C
USC00256167          53P
USC00256200          47S
USC00256290          54P
USC00256325          63P
USC00256336          58S
USC00256365          58S
USC00256375          70S
USC00256385          31S
USC00256390          35S
USC00256395          64S
USC00256439          65P
USC00256454          62P
USC00256480          43S
USC00256552          36P
USC00256570          90S
USC00256585          40S
USC00256720          76P
USC00256735          70P
USC00256761          69P
USC00256795          83S
USC00256837          66S
USC00256880          22P
USC00256922          81P
USC00256970          59S
USC00257002          57S
USC00257032          67S
USC00257040          69S
USC00257055          74S
USC00257070          63S
USC00257110          46S
USC00257246          82P
USC00257318          54P
USC00257351          74P
USC00257401          85P
USC00257415          41P
USC00257515          70S
USC00257640          70S
USC00257715          66S
USC00257751          61P
USC00257830          31S
USC00258040          54S
USC00258090          52P
USC00258110          82P
USC00258133          47P
USC00258202          75P
USC00258215          53S
USC00258255          40P
USC00258320          61C
USC00258328          63S
USC00258395          76S
USC00258410          84C
USC00258455          62S
USC00258465          82S
USC00258480          75S
USC00258628          42S
USC00258735          64S
USC00258745          69S
USC00258755          52P
USC00258795          82P
USC00258875          88S
USC00258905          79P
USC00258915          73S
USC00258920          42S
USC00258935          73S
USC00258980          86P
USC00259020          38P
USC00259045          58S
USC00259090          82S
USC00259115          53S
USC00259150          82S
USC00259200          79S
USC00259325          60S
USC00259355          74P
USC00259382          72P
USC00259475          80S
USC00259510          74S
USC00260150           4S
USC00260438           7S
USC00260507          10P
USC00260718           4S
USC00260795           2S
USC00260800           1S
USC00260955           3S
USC00261071           3P
USC00261327           8P
USC00261358           9S
USC00261371          10P
